Player,Team,RATT,RYDS,RTDS,REC,CYDS,CTDS,FL,FPTS,POS,RBTrueFPTs,RBRank,VORP,WRTrueFPTs,WRRank,PATT,CMP,PYDS,PTDS,INTS,QBTrueFPTs,QBRank,TETrueFPTs,TERank
Zay Jones,LV,0.0,0.0,0.0,3.3,37.3,0.3,0.0,5.5,WR,,,-110.72999999999999,6.3549999999999995,187.0,,,,,,,,,
Dazz Newsome,CHI,0.0,0.0,0.0,3.3,42.6,0.2,0.0,5.5,WR,,,-110.8,6.285000000000001,189.0,,,,,,,,,
Trent Taylor,CIN,0.0,0.0,0.0,3.9,40.0,0.2,0.0,5.4,WR,,,-110.91,6.175,190.0,,,,,,,,,
Marcus Kemp,KC,0.0,0.0,0.0,2.4,30.5,0.2,0.0,4.2,WR,,,-112.235,4.85,191.0,,,,,,,,,
Devin Funchess,GB,0.0,0.0,0.0,2.0,26.0,0.2,0.0,3.8,WR,,,-112.785,4.300000000000001,192.0,,,,,,,,,
Isaac Whitney,ARI,0.0,0.0,0.0,2.1,24.1,0.2,0.0,3.4,WR,,,-112.94999999999999,4.135000000000001,193.0,,,,,,,,,
Kawaan Baker,NO,0.0,0.0,0.0,1.9,25.8,0.1,0.0,3.4,WR,,,-113.42999999999999,3.6550000000000002,198.0,,,,,,,,,
Justin Watson,TB,0.0,0.0,0.0,1.9,23.3,0.2,0.0,3.3,WR,,,-113.08,4.005,194.0,,,,,,,,,
Terry Godwin,JAC,0.0,0.0,0.0,2.0,22.5,0.2,0.0,3.3,WR,,,-113.13499999999999,3.95,195.0,,,,,,,,,
J.J. Arcega-Whiteside,PHI,0.0,0.0,0.0,1.6,23.3,0.2,0.0,3.2,WR,,,-113.15499999999999,3.93,196.0,,,,,,,,,
Brandon Powell,BUF,0.0,0.0,0.0,2.0,21.8,0.2,0.0,3.2,WR,,,-113.205,3.8800000000000003,197.0,,,,,,,,,
K.J. Hill Jr.,LAC,1.0,6.2,0.0,1.4,16.7,0.1,0.0,2.9,WR,,,-113.845,3.24,201.0,,,,,,,,,
Braxton Berrios,NYJ,1.0,5.8,0.0,1.5,17.4,0.1,0.0,2.9,WR,,,-113.78999999999999,3.295,199.0,,,,,,,,,
Allen Hurns,MIA,0.0,0.0,0.0,1.6,16.7,0.2,0.0,2.8,WR,,,-113.815,3.27,200.0,,,,,,,,,
Mike Strachan,IND,0.0,0.0,0.0,1.6,20.5,0.1,0.0,2.7,WR,,,-114.035,3.0500000000000003,205.5,,,,,,,,,
Dezmon Patmon,IND,0.0,0.0,0.0,1.6,20.5,0.1,0.0,2.7,WR,,,-114.035,3.0500000000000003,205.5,,,,,,,,,
Racey McMath,TEN,0.0,0.0,0.0,1.5,19.3,0.1,0.0,2.7,WR,,,-114.17999999999999,2.9050000000000002,207.0,,,,,,,,,
Equanimeous St. Brown,GB,0.0,0.0,0.0,1.3,17.1,0.2,0.0,2.7,WR,,,-113.85,3.2350000000000003,202.0,,,,,,,,,
Travis Benjamin,SF,0.0,0.0,0.0,1.2,17.3,0.2,0.0,2.7,WR,,,-113.85499999999999,3.2300000000000004,203.0,,,,,,,,,
Seth Williams,DEN,0.0,0.0,0.0,1.7,20.3,0.1,0.0,2.7,WR,,,-114.02999999999999,3.055,204.0,,,,,,,,,
Malik Taylor,GB,0.0,0.0,0.0,1.2,13.8,0.2,0.0,2.4,WR,,,-114.205,2.88,208.0,,,,,,,,,
Malcolm Perry,MIA,1.8,9.4,0.1,0.9,9.1,0.0,0.0,2.3,WR,,,-114.41,2.6750000000000003,209.0,,,,,,,,,
Kendall Hinton,DEN,1.2,6.4,0.0,1.1,12.1,0.0,0.0,1.9,WR,,,-114.96,2.125,212.0,,,,,,,,,
Brandon Zylstra,CAR,0.0,0.0,0.0,1.2,15.2,0.1,0.0,1.8,WR,,,-114.66499999999999,2.42,211.0,,,,,,,,,
Isaiah Ford,MIA,0.0,0.0,0.0,1.6,15.0,0.1,0.0,1.8,WR,,,-114.585,2.5,210.0,,,,,,,,,
Joe Reed,LAC,0.9,4.8,0.0,0.8,9.4,0.0,0.0,1.4,WR,,,-115.46499999999999,1.62,213.0,,,,,,,,,
Matt Cole,NYG,0.9,4.3,0.0,0.9,9.5,0.0,0.0,1.4,WR,,,-115.47999999999999,1.605,214.0,,,,,,,,,
DeMichael Harris,IND,0.9,4.7,0.0,0.7,8.1,0.0,0.0,1.3,WR,,,-115.63,1.455,216.0,,,,,,,,,
Trey Quinn,LV,0.0,0.0,0.0,1.2,12.3,0.0,0.0,1.2,WR,,,-115.55499999999999,1.5300000000000002,215.0,,,,,,,,,
Antonio Callaway,KC,0.0,0.0,0.0,0.9,11.1,0.0,0.0,1.2,WR,,,-115.75,1.3350000000000002,218.0,,,,,,,,,
Damion Ratley,DET,0.0,0.0,0.0,1.0,11.6,0.0,0.0,1.2,WR,,,-115.675,1.41,217.0,,,,,,,,,
Malik Turner,DAL,0.0,0.0,0.0,0.9,10.6,0.0,0.0,1.1,WR,,,-115.8,1.2850000000000001,219.0,,,,,,,,,
Kelvin Harmon,WAS,0.0,0.0,0.0,0.8,10.6,0.0,0.0,1.1,WR,,,-115.82499999999999,1.26,221.0,,,,,,,,,
DeAndre Carter,WAS,0.0,0.0,0.0,0.9,10.4,0.0,0.0,1.0,WR,,,-115.82,1.2650000000000001,220.0,,,,,,,,,
Vyncint Smith,NYJ,0.0,0.0,0.0,0.9,10.1,0.0,0.0,1.0,WR,,,-115.85,1.235,222.0,,,,,,,,,
John Hightower,PHI,0.0,0.0,0.0,0.7,9.8,0.0,0.0,1.0,WR,,,-115.92999999999999,1.155,230.0,,,,,,,,,
Gehrig Dieter,KC,0.0,0.0,0.0,0.9,9.7,0.0,0.0,1.0,WR,,,-115.89,1.195,223.0,,,,,,,,,
Isaiah Wright,WAS,0.0,0.0,0.0,0.9,9.6,0.0,0.0,1.0,WR,,,-115.89999999999999,1.185,224.0,,,,,,,,,
Jason Moore,LAC,0.0,0.0,0.0,0.8,9.5,0.0,0.0,1.0,WR,,,-115.93499999999999,1.1500000000000001,231.0,,,,,,,,,
Nsimba Webster,SF,0.0,0.0,0.0,0.9,9.5,0.0,0.0,1.0,WR,,,-115.91,1.175,225.5,,,,,,,,,
Darrius Shepherd,KC,0.0,0.0,0.0,0.9,9.5,0.0,0.0,0.9,WR,,,-115.91,1.175,225.5,,,,,,,,,
Josh Malone,NYJ,0.0,0.0,0.0,0.9,9.4,0.0,0.0,0.9,WR,,,-115.91999999999999,1.165,227.0,,,,,,,,,
Jake Lampman,NO,0.0,0.0,0.0,0.7,9.4,0.0,0.0,0.9,WR,,,-115.97,1.115,237.0,,,,,,,,,
Jeff Badet,ATL,0.0,0.0,0.0,0.9,9.3,0.0,0.0,0.9,WR,,,-115.92999999999999,1.1550000000000002,228.5,,,,,,,,,
Chris Rowland,ATL,0.0,0.0,0.0,0.9,9.3,0.0,0.0,0.9,WR,,,-115.92999999999999,1.1550000000000002,228.5,,,,,,,,,
Keelan Doss,LV,0.0,0.0,0.0,0.8,9.3,0.0,0.0,0.9,WR,,,-115.955,1.1300000000000001,233.0,,,,,,,,,
Chad Hansen,DET,0.0,0.0,0.0,0.9,9.2,0.0,0.0,0.9,WR,,,-115.94,1.145,232.0,,,,,,,,,
Trenton Irwin,CIN,0.0,0.0,0.0,0.8,9.2,0.0,0.0,0.9,WR,,,-115.96499999999999,1.1199999999999999,235.5,,,,,,,,,
Tanner Gentry,BUF,0.0,0.0,0.0,0.8,9.2,0.0,0.0,0.9,WR,,,-115.96499999999999,1.1199999999999999,235.5,,,,,,,,,
Marcell Ateman,LV,0.0,0.0,0.0,0.7,9.1,0.0,0.0,0.9,WR,,,-116.0,1.085,242.0,,,,,,,,,
Lawrence Cager,NYJ,0.0,0.0,0.0,0.8,9.0,0.0,0.0,0.9,WR,,,-115.985,1.1,239.5,,,,,,,,,
Cyril Grayson Jr.,TB,0.0,0.0,0.0,0.9,9.0,0.0,0.0,0.9,WR,,,-115.96,1.125,234.0,,,,,,,,,
John Ursua,SEA,0.0,0.0,0.0,0.8,9.0,0.0,0.0,0.9,WR,,,-115.985,1.1,239.5,,,,,,,,,
Stanley Morgan Jr.,CIN,0.0,0.0,0.0,0.8,9.0,0.0,0.0,0.9,WR,,,-115.985,1.1,239.5,,,,,,,,,
Darvin Kidsy,SEA,0.0,0.0,0.0,0.8,9.0,0.0,0.0,0.9,WR,,,-115.985,1.1,239.5,,,,,,,,,
Marvin Hall,NE,0.0,0.0,0.0,0.7,8.9,0.0,0.0,0.9,WR,,,-116.02,1.0650000000000002,244.0,,,,,,,,,
Chad Williams,KC,0.0,0.0,0.0,0.8,8.8,0.0,0.0,0.9,WR,,,-116.005,1.08,243.0,,,,,,,,,
KhaDarel Hodge,CLE,0.0,0.0,0.0,0.7,8.8,0.0,0.0,0.9,WR,,,-116.02999999999999,1.0550000000000002,245.0,,,,,,,,,
Robert Foster,MIA,0.0,0.0,0.0,0.7,8.7,0.0,0.0,0.9,WR,,,-116.03999999999999,1.045,247.0,,,,,,,,,
Dan Chisena,MIN,0.0,0.0,0.0,0.7,8.7,0.0,0.0,0.9,WR,,,-116.03999999999999,1.045,247.0,,,,,,,,,
K.J. Osborn,MIN,0.0,0.0,0.0,0.7,8.7,0.0,0.0,0.9,WR,,,-116.03999999999999,1.045,247.0,,,,,,,,,
Derrick Willies,CLE,0.0,0.0,0.0,0.7,8.6,0.0,0.0,0.9,WR,,,-116.05,1.035,250.0,,,,,,,,,
Alexander Hollins,CLE,0.0,0.0,0.0,0.7,8.5,0.0,0.0,0.9,WR,,,-116.05999999999999,1.0250000000000001,251.0,,,,,,,,,
Laquon Treadwell,JAC,0.0,0.0,0.0,0.8,8.4,0.0,0.0,0.8,WR,,,-116.04499999999999,1.04,249.0,,,,,,,,,
Dante Pettis,NYG,0.0,0.0,0.0,0.7,8.4,0.0,0.0,0.8,WR,,,-116.07,1.0150000000000001,252.5,,,,,,,,,
Ja'Marcus Bradley,CLE,0.0,0.0,0.0,0.7,8.4,0.0,0.0,0.8,WR,,,-116.07,1.0150000000000001,252.5,,,,,,,,,
JoJo Natson,CLE,0.0,0.0,0.0,0.7,8.3,0.0,0.0,0.8,WR,,,-116.08,1.0050000000000001,255.0,,,,,,,,,
Ashton Dulin,IND,0.0,0.0,0.0,0.7,8.3,0.0,0.0,0.8,WR,,,-116.08,1.0050000000000001,255.0,,,,,,,,,
River Cracraft,SF,0.0,0.0,0.0,0.7,8.3,0.0,0.0,0.8,WR,,,-116.08,1.0050000000000001,255.0,,,,,,,,,
Justin Hardy,CHI,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.8,WR,,,-116.11,0.9750000000000001,260.0,,,,,,,,,
Mack Hollins,MIA,0.0,0.0,0.0,0.8,8.0,0.0,0.0,0.8,WR,,,-116.085,1.0,257.0,,,,,,,,,
Fred Brown,TEN,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.8,WR,,,-116.11,0.9750000000000001,260.0,,,,,,,,,
Tyrie Cleveland,DEN,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.8,WR,,,-116.11,0.9750000000000001,260.0,,,,,,,,,
Kevin White,SF,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.8,WR,,,-116.11,0.9750000000000001,260.0,,,,,,,,,
Cody Hollister,TEN,0.0,0.0,0.0,0.7,8.0,0.0,0.0,0.8,WR,,,-116.11,0.9750000000000001,260.0,,,,,,,,,
C.J. Board,NYG,0.0,0.0,0.0,0.7,7.7,0.0,0.0,0.8,WR,,,-116.14,0.9450000000000001,263.0,,,,,,,,,
Keith Kirkwood,CAR,0.0,0.0,0.0,0.7,7.6,0.0,0.0,0.8,WR,,,-116.14999999999999,0.935,264.5,,,,,,,,,
Jordan Matthews,SF,0.0,0.0,0.0,0.7,7.6,0.0,0.0,0.8,WR,,,-116.14999999999999,0.935,264.5,,,,,,,,,
Ryan Switzer,CLE,0.0,0.0,0.0,0.8,7.1,0.0,0.0,0.7,WR,,,-116.175,0.9099999999999999,266.0,,,,,,,,,
Josh Allen,BUF,110.9,519.7,7.6,,,,5.1,378.5,QB,,,74.536,,,605.1,400.0,4565.6,33.7,13.3,378.194,1.0,,
Patrick Mahomes II,KC,55.3,267.2,2.9,,,,2.5,376.4,QB,,,72.37399999999997,,,630.5,418.9,5027.8,38.5,9.1,376.032,2.0,,
Kyler Murray,ARI,125.8,698.8,7.7,,,,3.7,357.7,QB,,,53.94999999999999,,,588.5,389.7,4198.2,26.7,12.9,357.608,3.0,,
Lamar Jackson,BAL,152.9,920.2,6.7,,,,4.0,349.3,QB,,,45.678000000000054,,,462.1,296.3,3377.9,28.6,12.2,349.33600000000007,4.0,,
Dak Prescott,DAL,63.4,296.5,4.0,,,,4.2,341.3,QB,,,37.32400000000001,,,623.3,416.4,4848.3,31.0,11.1,340.982,5.0,,
Aaron Rodgers,GB,41.0,174.1,1.9,,,,3.1,334.7,QB,,,30.864000000000033,,,571.7,385.6,4447.8,37.1,7.2,334.52200000000005,6.0,,
Russell Wilson,SEA,82.8,447.3,2.1,,,,3.5,332.8,QB,,,29.351999999999975,,,569.7,380.0,4242.0,34.4,12.3,333.01,7.0,,
Justin Herbert,LAC,61.2,272.9,4.4,,,,2.6,329.6,QB,,,26.087999999999965,,,616.1,400.0,4581.4,30.5,12.0,329.746,8.0,,
Tom Brady,TB,24.5,31.7,2.1,,,,2.2,323.4,QB,,,19.687999999999988,,,621.2,404.4,4694.4,37.0,11.9,323.346,9.0,,
Ryan Tannehill,TEN,51.8,229.5,3.5,,,,2.9,303.8,QB,,,0.32799999999997453,,,527.7,348.9,4120.9,30.5,10.5,303.986,10.0,,
Jalen Hurts,PHI,133.8,691.1,5.8,,,,4.8,303.7,QB,,,-5.684341886080802e-14,,,536.6,328.1,3703.7,22.5,14.4,303.65799999999996,11.0,,
Joe Burrow,CIN,54.4,228.4,3.0,,,,4.2,286.9,QB,,,-17.033999999999992,,,610.3,398.7,4299.6,26.4,11.7,286.624,12.0,,
Matthew Stafford,LAR,33.3,126.4,0.7,,,,3.2,285.1,QB,,,-18.617999999999995,,,613.0,405.9,4570.0,28.7,11.5,285.04,13.0,,
Trevor Lawrence,JAC,66.8,342.6,2.3,,,,5.2,276.0,QB,,,-27.769999999999982,,,590.7,377.7,4130.7,25.0,13.5,275.88800000000003,14.0,,
Kirk Cousins,MIN,35.4,114.4,1.1,,,,4.1,275.0,QB,,,-28.53800000000001,,,541.6,364.0,4272.0,30.1,13.0,275.12,15.0,,
Matt Ryan,ATL,32.7,117.4,1.4,,,,4.3,272.9,QB,,,-30.55400000000003,,,613.7,400.9,4509.1,26.8,13.0,273.104,16.0,,
Baker Mayfield,CLE,44.1,168.1,1.8,,,,3.3,267.6,QB,,,-35.716000000000065,,,536.7,342.6,3943.3,28.0,11.4,267.94199999999995,17.0,,
Derek Carr,LV,30.4,106.9,1.8,,,,5.2,266.8,QB,,,-36.403999999999996,,,564.9,374.4,4309.1,26.4,10.9,267.254,18.0,,
Tua Tagovailoa,MIA,54.3,205.7,2.7,,,,1.7,266.7,QB,,,-36.77600000000001,,,574.1,373.8,3942.8,25.7,13.5,266.882,19.0,,
Ryan Fitzpatrick,WAS,50.8,245.0,3.0,,,,2.3,261.3,QB,,,-42.27400000000006,,,575.7,380.5,4067.1,23.5,16.6,261.38399999999996,20.0,,
Ben Roethlisberger,PIT,20.8,44.9,0.5,,,,2.2,260.4,QB,,,-43.39599999999996,,,618.3,400.9,4179.3,29.5,14.0,260.26200000000006,21.0,,
Daniel Jones,NYG,70.3,403.0,2.6,,,,8.5,251.6,QB,,,-52.38599999999997,,,546.9,342.4,3749.3,22.4,13.6,251.27200000000005,22.0,,
Sam Darnold,CAR,50.3,219.8,3.3,,,,3.9,248.6,QB,,,-54.85000000000002,,,556.1,350.6,3920.7,22.0,15.0,248.808,23.0,,
Zach Wilson,NYJ,65.5,310.7,2.3,,,,5.5,239.2,QB,,,-64.172,,,547.6,342.4,3845.4,20.8,15.7,239.48600000000002,24.0,,
Jared Goff,DET,39.4,89.1,1.7,,,,4.2,236.9,QB,,,-66.44399999999996,,,579.6,371.3,4157.6,22.5,14.9,237.21400000000006,25.0,,
Trey Lance,SF,74.5,372.3,3.2,,,,4.0,230.1,QB,,,-73.268,,,411.3,267.4,3099.0,19.9,10.8,230.39000000000001,26.0,,
Justin Fields,CHI,68.9,343.7,2.8,,,,4.5,225.6,QB,,,-77.92800000000003,,,461.6,294.5,3159.0,19.9,11.2,225.73,27.0,,
Carson Wentz,IND,53.9,235.0,2.6,,,,5.7,218.8,QB,,,-84.66200000000003,,,468.4,292.7,3212.4,21.4,11.4,218.99599999999998,28.0,,
Deshaun Watson,HOU,49.2,232.4,2.5,,,,2.0,195.0,QB,,,-108.898,,,339.9,231.8,2768.0,16.3,7.7,194.76000000000002,29.0,,
Cam Newton,NE,81.7,354.2,5.7,,,,1.8,184.9,QB,,,-118.506,,,303.6,198.4,2188.3,12.7,9.6,185.15200000000002,30.0,,
Jameis Winston,NO,38.1,160.8,0.9,,,,3.9,175.6,QB,,,-128.58200000000002,,,383.0,248.1,2789.9,18.8,12.7,175.076,31.0,,
Teddy Bridgewater,DEN,31.7,136.0,1.7,,,,1.2,138.1,QB,,,-165.79000000000002,,,291.3,185.5,2096.7,12.7,9.1,137.868,32.0,,
Taysom Hill,NO,75.6,395.5,4.5,,,,3.4,131.9,QB,,,-172.01600000000002,,,183.4,122.4,1282.3,7.6,4.9,131.642,33.0,,
Tyrod Taylor,HOU,29.8,141.1,1.2,,,,1.1,125.9,QB,,,-177.73999999999998,,,277.0,169.9,1925.2,10.1,5.3,125.91800000000003,34.0,,
Drew Lock,DEN,28.2,111.5,1.0,,,,2.4,112.4,QB,,,-191.14800000000002,,,263.3,155.5,1784.0,11.0,7.6,112.50999999999999,35.0,,
Mac Jones,NE,18.6,68.8,0.9,,,,1.2,94.2,QB,,,-209.13800000000003,,,217.8,136.5,1536.0,8.9,6.2,94.51999999999998,36.0,,
Jimmy Garoppolo,SF,12.1,25.4,0.4,,,,1.2,78.5,QB,,,-225.13,,,169.1,115.2,1339.7,7.9,4.6,78.528,37.0,,
Davis Mills,HOU,13.0,55.3,0.6,,,,1.4,78.3,QB,,,-225.56800000000004,,,191.2,119.0,1369.0,6.8,5.1,78.08999999999999,38.0,,
Andy Dalton,CHI,9.8,31.6,0.3,,,,0.8,57.6,QB,,,-246.48200000000003,,,140.2,88.6,965.4,5.5,3.4,57.175999999999995,39.0,,
Jacob Eason,IND,9.0,40.9,0.5,,,,0.3,46.8,QB,,,-256.604,,,111.6,68.7,754.1,4.3,3.4,47.05400000000001,40.0,,
Kyle Trask,TB,1.3,5.0,0.0,,,,0.2,16.4,QB,,,-287.50600000000003,,,34.5,21.3,246.3,1.9,0.7,16.152,42.0,,
Taylor Heinicke,WAS,5.7,22.8,0.1,,,,0.2,16.2,QB,,,-287.294,,,37.2,23.5,257.1,1.6,1.4,16.364000000000004,41.0,,
Jeff Driskel,HOU,3.4,18.1,0.2,,,,0.2,15.5,QB,,,-287.692,,,33.8,21.1,243.9,1.3,0.8,15.966,43.0,,
Mason Rudolph,PIT,2.8,9.4,0.1,,,,0.2,14.6,QB,,,-288.986,,,35.8,22.1,243.3,1.4,0.9,14.672000000000004,44.0,,
Jacoby Brissett,MIA,4.3,14.1,0.2,,,,0.3,14.3,QB,,,-289.164,,,32.0,20.1,227.1,1.1,0.5,14.494000000000002,45.0,,
Phillip Walker,CAR,2.0,6.1,0.1,,,,0.5,13.4,QB,,,-289.956,,,39.6,25.1,287.3,1.0,1.0,13.702000000000002,46.0,,
James Morgan,NYJ,1.5,5.6,0.0,,,,0.2,12.1,QB,,,-292.07,,,31.6,19.4,215.7,1.3,1.2,11.588,47.0,,
Kellen Mond,MIN,1.7,7.7,0.1,,,,0.1,10.7,QB,,,-292.808,,,20.9,13.2,152.0,1.1,0.4,10.85,49.0,,
Joe Flacco,PHI,2.4,9.8,0.1,,,,0.7,10.5,QB,,,-292.762,,,30.4,19.1,202.9,1.0,0.7,10.895999999999999,48.0,,
Marcus Mariota,LV,4.5,24.0,0.1,,,,0.1,10.5,QB,,,-292.986,,,21.4,13.4,151.8,0.8,0.7,10.672000000000002,50.0,,
Sam Ehlinger,IND,2.0,7.0,0.0,,,,0.0,9.9,QB,,,-293.798,,,31.0,17.0,179.0,1.0,1.0,9.86,51.0,,
Gardner Minshew II,JAC,2.4,11.9,0.0,,,,0.6,9.8,QB,,,-293.896,,,22.9,15.1,159.3,1.1,0.5,9.762000000000002,53.0,,
Tim Boyle,DET,2.7,3.3,0.0,,,,0.0,9.6,QB,,,-293.88800000000003,,,26.3,16.3,181.0,0.7,0.3,9.77,52.0,,
Mitchell Trubisky,BUF,3.6,15.2,0.1,,,,0.1,9.3,QB,,,-294.158,,,18.3,12.1,134.5,0.9,0.7,9.5,54.0,,
Chad Henne,KC,1.3,5.8,0.0,,,,0.1,9.0,QB,,,-294.802,,,21.2,13.2,151.9,0.7,0.2,8.856000000000002,55.0,,
Trace McSorley,BAL,3.3,14.4,0.1,,,,0.1,8.5,QB,,,-295.026,,,18.0,11.1,124.8,0.7,0.5,8.632,56.0,,
John Wolford,LAR,1.8,9.1,0.0,,,,0.1,8.3,QB,,,-295.312,,,22.0,13.7,150.9,0.6,0.4,8.346,57.0,,
Garrett Gilbert,DAL,1.5,6.2,0.0,,,,0.1,7.9,QB,,,-295.918,,,20.2,12.6,143.0,0.6,0.4,7.739999999999999,58.0,,
Geno Smith,SEA,1.3,2.5,0.0,,,,0.2,7.7,QB,,,-295.93600000000004,,,17.4,11.0,121.8,0.9,0.3,7.7219999999999995,59.0,,
Brandon Allen,CIN,1.3,5.1,0.0,,,,0.1,7.6,QB,,,-296.212,,,20.9,13.2,143.4,0.6,0.5,7.4460000000000015,60.0,,
Jordan Love,GB,0.7,3.1,0.0,,,,0.1,7.4,QB,,,-296.252,,,15.5,9.6,107.4,0.9,0.3,7.406000000000002,61.0,,
Chase Daniel,LAC,1.5,5.8,0.0,,,,0.1,7.2,QB,,,-296.642,,,18.3,11.6,130.9,0.6,0.5,7.016000000000002,63.0,,
Ian Book,NO,1.0,4.0,0.0,,,,0.0,7.1,QB,,,-296.538,,,17.0,12.0,118.0,1.0,1.0,7.119999999999999,62.0,,
Chris Streveler,ARI,1.6,6.7,0.1,,,,0.2,6.5,QB,,,-297.168,,,15.9,9.4,105.5,0.6,0.5,6.489999999999998,64.0,,
Tyler Huntley,BAL,3.0,16.0,0.0,,,,0.0,6.3,QB,,,-297.358,,,9.5,6.0,67.5,0.5,0.0,6.300000000000001,65.0,,
Blaine Gabbert,TB,1.3,5.3,0.0,,,,0.0,6.3,QB,,,-297.528,,,16.0,9.7,110.0,0.3,0.0,6.130000000000001,66.0,,
AJ McCarron,ATL,0.5,2.2,0.0,,,,0.2,6.2,QB,,,-297.79,,,15.6,9.9,111.2,0.6,0.4,5.868,69.0,,
Matt Barkley,TEN,0.4,1.4,0.0,,,,0.2,6.0,QB,,,-297.786,,,13.3,8.4,98.3,0.7,0.3,5.871999999999999,68.0,,
Mike Glennon,NYG,1.2,5.6,0.0,,,,0.6,5.7,QB,,,-297.71000000000004,,,18.6,11.7,124.7,0.6,0.4,5.9479999999999995,67.0,,
David Blough,DET,0.6,2.5,0.0,,,,0.2,5.6,QB,,,-298.392,,,15.5,9.4,105.4,0.5,0.4,5.266,70.0,,
Colt McCoy,ARI,1.5,8.0,0.0,,,,0.0,5.2,QB,,,-298.478,,,12.0,8.0,84.5,0.5,0.5,5.18,71.0,,
Dwayne Haskins,PIT,1.5,5.0,0.0,,,,0.0,4.9,QB,,,-298.778,,,14.0,8.5,84.5,0.5,0.5,4.88,72.0,,
Logan Woodside,TEN,2.5,7.0,0.0,,,,0.0,4.5,QB,,,-299.158,,,6.0,4.0,45.0,0.5,0.0,4.5,73.0,,
Case Keenum,CLE,0.9,3.6,0.0,,,,0.6,4.5,QB,,,-299.21000000000004,,,13.0,8.1,92.2,0.6,0.4,4.448,74.0,,
Jarrett Stidham,NE,1.5,3.0,0.0,,,,0.0,3.2,QB,,,-300.458,,,7.0,4.5,47.5,0.5,0.5,3.2,75.0,,
Nick Mullens,PHI,2.0,4.0,0.0,,,,1.0,2.2,QB,,,-301.458,,,12.0,6.5,70.0,0.5,0.5,2.200000000000001,76.0,,
Brett Hundley,IND,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Cooper Rush,DAL,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Devlin Hodges,LAR,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Jake Luton,JAC,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Sean Mannion,SEA,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Josh Rosen,SF,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Ben DiNucci,DAL,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Trevor Siemian,NO,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Kyle Lauletta,CLE,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Nate Sudfeld,SF,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Kyle Allen,WAS,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Josh Johnson,NYJ,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Will Grier,CAR,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Nathan Peterman,LV,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Nick Foles,CHI,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Joshua Dobbs,PIT,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Brett Rypien,DEN,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Ryan Griffin,TB,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
C.J. Beathard,JAC,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Easton Stick,LAC,0.0,0.0,0.0,,,,0.0,0.0,QB,,,-303.658,,,0.0,0.0,0.0,0.0,0.0,0.0,86.5,,
Travis Kelce,KC,,,,112.4,1399.2,10.2,0.8,199.8,TE,,,113.135,,,,,,,,,,227.62,1.0
George Kittle,SF,,,,96.5,1204.2,6.6,0.7,158.5,TE,,,68.26,,,,,,,,,,182.745,2.0
